x,y,harb,pt_graph,code_area,landscapes_code,landscape_norm,landscape_alpha,wind,wind_norm,wind_alpha,sst,sst_norm,sst_alpha,salinity,salinity_norm,salinity_alpha,nitrogen_norm,nitrogen_alpha,phosphorus_norm,phosphorus_alpha,oxygen,oxygen_norm,oxygen_alpha,dissolvedcarbon,dissolvedcarbon_norm,dissolvedcarbon_alpha,bathymetry
11.0563,54.0434,0,19,0,0,0.0285564275888495,160.570993363141,12,0.0341030680077274,61.089760023886,12,0.0665602495750695,86.7585735080539,20,0.042302001877803,116.40730698763,0.0402109795784578,84.7005440821544,0.0819172723208397,99.513569528396,1,0.0456587255121673,77.8654144244217,1,0.0467095836682431,97.9107562038658,1
11.1165,54.0377,0,20,0,0,0.0565552344102839,85.1567953581517,12,0.0379722597626616,150.530230853333,12,0.0312423171654954,71.1580857142222,20,0.0272195003590939,19.7011080700975,0.0761324332286385,124.11384987236,0.0405494930654091,64.0104284394819,1,0.05256289869998,17.6147313724368,1,0.0332702769169276,78.8559804033374,1
11.1767,54.0321,0,21,0,0,0.0491694989422685,61.4444181226184,12,0.0383112613974668,59.6233399430413,12,0.0763488281871756,44.7434940745537,20,0.0731473984633306,85.6938100343775,0.0196274408311909,104.872087500425,0.031844258379943,67.7809577698349,1,0.0494645612584352,93.1279436541299,1,0.0762843421657315,32.8058274611965,1
11.2369,54.0264,0,22,0,0,0.0565308736383102,42.0960360185624,12,0.0820243168151917,72.5126002792762,12,0.0374157657619627,112.563508967866,20,0.0754499356213173,75.9327567641436,0.0290295457697417,38.9501989373318,0.0568141238231932,190.02775796763,1,0.0366976474078343,120.32433445452,1,0.0736437668687342,101.153194615171,1
11.2971,54.0207,0,23,0,0,0.0326410402668293,111.780426060233,12,0.0799177127027597,97.2309294120696,12,0.0539066501826143,46.8016066731004,20,0.0377132756098113,69.8541152680846,0.0352442312638204,79.7868320304085,0.0459920831378747,12.1864123691909,1,0.0505158966486969,64.4793867920786,1,0.0388516563956107,132.898064550997,1
11.3573,54.0149,0,24,0,0,0.0377237536353935,51.9478362187348,12,0.0519007550042292,83.7360239007533,12,0.033429797228843,76.8451719105541,20,0.02978031424269,68.0080795815391,0.0422270108441367,89.5612860978067,0.0573118238241429,121.796883686963,1,0.0319264360619539,65.3923620931936,1,0.069573163246059,100.80926992221,1
14.2249,53.7041,0,25,0,0,0.0542631312289559,111.299664538828,12,0.0464732322213244,117.521347573262,12,0.0308694669310031,90.8572541551114,20,0.04758558997499,92.854486789417,0.0576864216169721,115.258106639336,0.0975435989356178,125.842382804635,1,0.0230454153811498,8.03085174621106,1,0.0532288197565229,55.3960930271619,1
14.4619,53.6751,0,26,0,0,0.0537717392162563,97.8366603792336,12,0.0683041205585902,105.850289595026,12,0.0407298034618048,68.9291955977317,20,0.0352504198300772,130.636392298213,0.0115991080856548,19.3815469581857,0.0741559122401498,62.8078673269241,1,0.0733612203694365,52.8332348622561,1,0.0384160976950204,64.7561020695197,1
14.5211,53.6678,0,27,0,0,0.0657853795879764,124.108307659396,12,0.0807005950693048,116.137866824757,12,0.0427351911217506,107.810439854612,20,0.0795374944935119,63.2527571671886,0.0451595488910248,179.170340724246,0.0352798575731358,142.968617311571,1,0.0860022519262151,94.8325632925285,1,0.025528591905128,50.4903816757669,1
10.9186,54.0912,0,28,0,0,0.0947745695154849,99.1036459538451,12,0.0558516284113467,53.4637978478433,12,0.0353174271170554,89.5937883691521,20,0.0491176903928833,79.9103805770273,0.115844792100829,97.1609471142122,0.0440456643795866,84.3213137943219,1,0.0363385665864059,132.99470600518,1,0.0685410865023496,116.936501821102,1
10.979,54.0856,0,29,0,0,0.0372437429451945,129.233013788446,12,0.0661387044189626,-15.308150318202,12,0.0460685416038035,114.153025880835,20,0.0699682709333802,83.0304373063311,0.0265696780131475,83.5849722552515,0.0601905683251728,68.1045729686486,1,0.0282652720558281,123.994329655007,1,0.029680790546326,23.9275628712102,1
11.0393,54.08,0,30,0,0,0.0583184756935149,47.0719905530307,12,0.0656824005084112,147.04699847141,12,0.0298864126663168,43.693320123955,20,0.0488742667752745,69.7680486090698,0.0274271653914817,105.9565330586,0.0478897715629706,146.288381519983,1,0.0258537461663306,138.037007656771,1,0.0248635762118086,44.0790211692678,1
11.0996,54.0744,0,31,0,0,0.0502156388619229,8.8191807317633,12,0.0598010917852716,68.4207357097515,12,0.0450268587979004,63.3162689010397,20,0.0569667480895181,102.235975142389,0.0196029082054092,126.613195921328,0.0361743332192212,129.433092001691,1,0.0406405292905939,85.0345448176032,1,0.123484619731859,53.0704673193975,1
11.16,54.0687,0,32,0,0,0.0579057275910866,163.09695802667,12,0.0608758481786907,151.54752408012,12,0.0956572147534342,117.938806353958,20,0.0738006575981266,67.1870477279575,0.0530977417370765,93.4129534236129,0.0432726845196013,77.8638985158985,1,0.0431286652551796,113.752608327553,1,0.082994399305705,59.5630820486204,1
11.2202,54.0631,0,33,0,0,0.0326640501471031,90.6619883980164,12,0.0350601984397157,45.4053707547598,12,0.0398053322273497,137.655612009191,20,0.044712561549399,40.6759645705023,0.0368914312772065,85.0168705890768,0.0405104886323391,99.7175094445816,1,0.0596923477928101,113.626596086373,1,0.037053680440977,111.824288232972,1
11.2805,54.0574,0,34,0,0,0.104441979507602,77.3206885281513,12,0.0317005168463816,33.6102431772772,12,0.0222941437179606,99.4693905162548,20,0.0427410381549128,113.427015591551,0.0466165745001213,92.9536702170614,0.0616854888305721,65.85267539078,1,0.0438311829816537,93.1649288482177,1,0.0371050790693003,46.243996661003,1
11.3408,54.0516,0,35,0,0,0.0340316700143598,62.1889664486815,12,0.0621226745952671,123.656403176276,12,0.0342630235774372,108.254205438941,20,0.0825952587493534,126.096297866478,0.0566848634330735,61.9263807595691,0.0587250544120203,132.715024701821,1,0.0404472990403597,54.6346449669723,1,0.122455134424325,133.375570274599,1
11.401,54.0458,0,36,0,0,0.0565122263816719,73.8724595586914,12,0.0246518190377755,62.8644358430587,12,0.0355308811940155,32.9997262635271,20,0.0872099293442834,44.198343982877,0.057863478550057,8.83726635803012,0.0333001335075728,60.3167153989578,1,0.0266396755609988,117.364339160824,1,0.022749141377566,95.1847530639781,1
11.4612,54.04,0,37,0,0,0.0338889061199707,55.2704252419011,12,0.0669147702313107,43.9529104769435,12,0.0708378640914085,103.748569552326,20,0.0502529489397957,179.349197762966,0.0423061728479415,158.252925941256,0.0345459621402211,127.657698753507,1,0.03768459695694,45.1487842398464,1,0.066097033806886,84.1194223282653,1
11.5214,54.0342,0,38,0,0,0.0323857483306238,111.639465329535,12,0.0733567404951458,88.2092541568551,12,0.119780330820998,72.0286684965196,20,0.0296847901537363,36.131496613143,0.0440955068290859,69.0283491259024,0.0355839563310874,166.711218411557,1,0.0407723985323719,87.6563493595008,1,0.0337037237217269,75.7087224541483,1
14.0339,53.7623,0,39,0,0,0.0418589807606226,129.104329443264,12,0.0375650180556015,107.824784917235,12,0.0519473764966736,17.9027722001189,20,0.0972543926235189,41.1761762614299,0.0518751713352771,54.5169157234685,0.0788423299462578,140.397803485904,1,0.0233242876594529,148.851755020641,1,0.0304109934102569,193.285194756836,1
14.0933,53.7552,0,40,0,0,0.0196410902910014,49.6960052992443,12,0.0343411314929173,116.75642675792,12,0.0405669725297743,164.051386986608,20,0.0845453198747941,36.901116436725,0.0860516948600034,64.1717197720264,0.0842172679246087,56.1870951572376,1,0.0429449043611818,159.535883503485,1,0.118106886974469,124.532883471589,1
14.1527,53.748,0,41,0,0,0.0596348759819826,84.3244173782362,12,0.0811484393503515,29.8877003668513,12,0.0257537390644125,103.227650717097,20,0.0647947022468004,112.659722247989,0.0393856065151825,0.738906597174719,0.0688968000246111,64.084054638117,1,0.0411769330697507,108.178926569572,1,0.0433071547478021,111.197886098119,1
14.2714,53.7336,0,42,0,0,0.0757967525159482,135.937027213562,12,0.0645458358886131,31.1947990090392,12,0.0554020542384944,104.196930628627,20,0.0452126782609266,29.3456819048632,0.0637595799227498,146.259503788768,0.0467794625776601,136.043323399676,1,0.0331214853436246,87.2412540108741,1,0.0260344451895393,119.117096051406,1
14.39,53.7192,0,43,0,0,0.0795758300220853,71.8752874559407,12,0.167039476572954,56.4186918407997,12,0.030311568305527,87.1249844895162,20,0.0413676545261671,76.579499552823,0.113380703845567,157.894109109446,0.0303003723670524,57.3792988596697,1,0.0394660158832967,80.0936220272623,1,0.0327556925581034,118.493333466115,1
14.4493,53.7119,0,44,0,0,0.066898127351355,63.3710043155,12,0.043158623734189,116.259126397845,12,0.0842965622545494,70.1723730929345,20,0.0591818277336506,82.3854399648949,0.0281960818160499,19.4448366238914,0.0762179558087187,73.8119736475818,1,0.0481459979638048,128.568299836461,1,0.120092037723136,88.7410299683318,1
14.5086,53.7045,0,45,0,0,0.052972321247026,77.4637290666489,12,0.0386525411691791,154.03871111254,12,0.0579018731189099,31.2490100606551,20,0.0565327516262928,95.9973971679945,0.0454932969578009,103.780273042807,0.027448161197777,153.182523474033,1,0.0975516099510916,92.1539102558747,1,0.0708019125565297,113.481006801944,1
10.9619,54.1223,0,46,0,0,0.0254426666430359,81.5274152758442,12,0.0358522948080066,107.84047097729,12,0.03754515235779,53.7334013454491,20,0.107481912372347,90.3115546116803,0.0252790921163808,21.971793370672,0.0496779378517449,82.8568999166954,1,0.0229564548895284,42.0014282210649,1,0.0366707135824927,138.631703965306,1
11.0224,54.1167,0,47,0,0,0.0760166785581513,70.7371112668851,12,0.0693753243546779,129.311014141794,12,0.0621073409442401,66.0126212580242,20,0.0560317378269591,69.019874284831,0.107902815621382,79.8516120381767,0.0314917125159673,139.131153342724,1,0.0493035159262008,121.763650128011,1,0.0332032794169017,136.469239658267,1
11.0828,54.1111,0,48,0,0,0.0363855735195709,-0.571551875813213,12,0.0588543921479011,69.9303792299428,12,0.0942093397770389,119.23994994991,20,0.0501132945002693,72.5142178073019,0.0451699044426682,35.3035651165507,0.0276461871154966,63.6143628803813,1,0.0309839579046845,70.0734377268157,1,0.0415972994368198,47.0428778593873,1
11.1431,54.1054,0,49,0,0,0.101718255133127,108.150606570267,12,0.0286884296789289,96.3095902622589,12,0.0325678576257734,76.4644652077682,20,0.0543627426040686,94.7913669352969,0.0476786096616773,71.2943954792612,0.0450521879467677,124.261670152061,1,0.0850782965341071,115.508297097563,1,0.0782225716471113,148.600132173136,1
11.2035,54.0997,0,50,0,0,0.036170025794764,90.9873136911479,12,0.0715029390577058,109.530026337467,12,0.0341650703059502,72.177023757703,20,0.0847166616165084,102.723675451631,0.0964470414322806,54.463366964594,0.02964795181277,57.5780573938217,1,0.10436891937203,34.3977926727974,1,0.152273258821453,134.495659427811,1
11.2639,54.094,0,51,0,0,0.0191226976051477,7.85171768409134,12,0.0384611400266817,136.732102707586,12,0.0450859143586522,11.9822992607643,20,0.035113470415944,63.4890910590472,0.0465715816373321,106.414375199796,0.0574933452717963,20.5711710663495,1,0.0396467493520166,107.291446902109,1,0.0607297666960785,96.6744642931715,1
11.3242,54.0883,0,52,0,0,0.0750749034778652,161.412615171063,12,0.0350956045465352,69.0898841818214,12,0.114460416018136,89.1467302328257,20,0.0861769302718048,93.7366484675737,0.0456734406964115,104.028367383568,0.0789989533874538,97.9561406470584,1,0.0564758466187157,56.3533419910208,1,0.0644430184553942,65.6083249063754,1
11.3845,54.0825,0,53,0,0,0.0395531965826289,122.731110351277,12,0.0574848871534331,80.6046053791129,12,0.0287973957305638,6.61046424223743,20,0.0296378037012563,90.4180724953401,0.0532861297471827,102.010422258282,0.0691450661207062,85.5213901214624,1,0.0639490907969769,109.621309520386,1,0.0242725709213363,87.1070326419432,1
11.4448,54.0767,0,54,0,0,0.0622205402138075,54.496666120753,12,0.0427907767868863,64.9415935845269,12,0.0183615456438411,121.049268922313,20,0.0431712385193827,58.7023591039833,0.0527540364305926,41.5424150710765,0.0569211484391399,45.2842268477958,1,0.122937344071247,49.0197630672389,1,0.0315167480640115,65.9780627938597,1
11.5051,54.0709,0,55,0,0,0.024181683326996,49.3178904077961,12,0.0518325421202668,75.2199724569062,12,0.0362312465663902,76.0932822518671,20,0.0270007348265393,87.7622128951885,0.0327189821931617,22.9373786893574,0.0426855549499642,105.039754222381,1,0.11083206778926,31.8480650369276,1,0.064311907987886,122.38288076475,1
11.5653,54.065,0,56,0,0,0.0767057359849885,142.489973271577,12,0.0545729826516694,140.316461771296,12,0.0415452987678303,175.610612639264,20,0.0269427566016046,44.636929492279,0.0491149496529394,79.2583269620826,0.0510369919836239,171.314964742112,1,0.0538731485760531,-13.2548038651309,1,0.022680872104289,73.1170629329909,1
13.9017,53.8132,0,57,0,0,0.0572656449902064,157.647738321704,12,0.0720226974404232,82.7248844674846,12,0.0356615258052202,111.380713983014,20,0.0861577986336432,68.6175682785066,0.096381837635838,120.7958964374,0.0712153754928887,119.344936504404,1,0.0517103561850556,78.970210094665,1,0.0275474331813769,22.4920582237116,1
13.9612,53.8061,0,58,0,0,0.0330531626930137,63.8323727036263,12,0.064398490150125,107.7395016109,12,0.0666816388616902,104.261255776019,20,0.0528535280871062,114.50586606215,0.0580693849561371,62.2174963143994,0.111374202273333,69.1953999794785,1,0.0317693874061921,78.1774200936587,1,0.0476879303221561,86.1704398012008,1
14.0207,53.799,0,59,0,0,0.020798973291342,55.9744867945797,12,0.0642254501567701,92.5880268667839,12,0.0512140883455403,36.3063064553713,20,0.0946503326245083,164.750457862567,0.0711523772239686,131.055799293682,0.0728670306697308,109.522791939108,1,0.0366675034863261,29.6726037153846,1,0.0780169474956733,43.0305689466025,1
14.0802,53.7919,0,60,0,0,0.0568549308103029,117.541888501906,12,0.0433350264792072,26.3330926744501,12,0.0479079493350108,35.9021601491229,20,0.0714981337339184,102.035051765468,0.0460759749346271,182.039133725793,0.0762119033696114,79.4678513288832,1,0.0401284113780773,101.291287849953,1,0.0322438030648508,106.192950235965,1
14.1397,53.7848,0,61,0,0,0.0924072376287975,103.243484742958,12,0.0363073125243607,67.3311381176304,12,0.130190844251515,54.3215545043216,20,0.125863179711046,102.525076573297,0.0842456925691944,109.505617010888,0.0365850592642623,85.486021068905,1,0.0588136293078048,43.6311934321453,1,0.0580574390478038,12.812969256729,1
14.1991,53.7776,0,62,0,0,0.0435052617766129,99.9186471313983,12,0.0481565347625006,32.8121918972567,12,0.0225818348744219,82.7156996103079,20,0.02398128842101,12.8691050896669,0.027810377368741,85.3335622507838,0.0627067034878354,78.0598006798885,1,0.0573647712727738,145.381195606185,1,0.0349643939134117,77.2337840899731,1
14.2585,53.7704,0,63,0,0,0.0462806594605958,14.4645534475911,12,0.0474552934407316,65.5096991771259,12,0.0936691699445978,58.0777397096623,20,0.0700230943787527,81.9294116540364,0.0337671966488682,69.6326951781413,0.0387918093552586,75.4482837060724,1,0.0802960206095012,39.8970819230288,1,0.0280699662806431,16.8034792491121,1
14.3179,53.7632,0,64,0,0,0.0813685652382984,106.054777940053,12,0.0462974096156089,82.1555933040003,12,0.0443764515611933,67.3716146636888,20,0.0385952907347231,115.87612955039,0.0312230751739721,125.208781631828,0.0347551947299222,11.5790883366057,1,0.069103083218828,107.129768750386,1,0.0740910642884034,39.8538745443792,1
14.3773,53.7559,0,65,0,0,0.0763143229722437,115.655711885293,12,0.0508893402630186,151.209362198405,12,0.0464219874939409,106.316796459686,20,0.0508410424699915,49.9836270576617,0.0363723562435947,76.3228040056358,0.0372956593498774,163.141693352746,1,0.174782632367091,96.0087975854758,1,0.0255181939735052,43.3634367400127,1
14.4367,53.7486,0,66,0,0,0.0439589191760449,79.7030551893608,12,0.0821942964340045,119.673756108481,12,0.0304136139841265,6.89124028254463,20,0.0507556429684137,99.8507873621799,0.0657659998291863,88.4768098812503,0.0809079639041655,161.113381962175,1,0.0703412172687549,128.228177676884,1,0.0713441552026131,78.8494327200212,1
14.496,53.7413,0,67,0,0,0.0716136433066708,61.8007011622921,12,0.038090987554208,96.7265003279368,12,0.0344880927967729,75.0282076226001,20,0.0473693045012363,36.9589926744256,0.0738830746912299,110.628645830678,0.0370266487389838,135.012571076626,1,0.0449591611516911,52.2835389563475,1,0.0534478007762402,132.986454503635,1
11.0227,54.1517,0,68,0,0,0.0737364519456617,90.8919414345558,12,0.049584855691458,84.7035991962971,12,0.0348414215215868,41.0605042948925,20,0.0852351925883789,37.4586430105081,0.060843978907779,31.9984517947472,0.0377950146570416,9.89728559430688,1,0.0612966739430318,89.7885953551891,1,0.0329949024174386,89.9769878344998,1
11.0831,54.1461,0,69,0,0,0.044979329077431,89.9564549228145,12,0.0251263761516717,52.0481701166285,12,0.0543056397692793,52.3303819997332,20,0.0683447076128729,105.039963154857,0.0866070749550831,78.0428342952759,0.0647106506074705,28.3960592121116,1,0.03758969922333,106.949091360678,1,0.0538509333023675,150.327205463485,1
11.1435,54.1405,0,70,0,0,0.0511774537792967,51.301333040658,12,0.0740321568144988,141.511940248372,12,0.0574152343151922,124.550398308815,20,0.0449901091820614,89.113302393088,0.0515818991186877,142.815306648686,0.0528488289140226,148.263685742532,1,0.0575853535637741,64.7466602577402,1,0.0772278996414456,49.6445033014217,1
11.2039,54.1348,0,71,0,0,0.0326215038522129,54.0586368352676,12,0.0477205409631131,33.6519862658687,12,0.0610063200366268,70.1192008176933,20,0.067699808563709,126.291616977705,0.0623772361156686,74.6867563775613,0.105948318886819,89.9913943736837,1,0.0413209727243041,85.4781456570803,1,0.0595964410192395,46.3242673353686,1
11.2642,54.1291,0,72,0,0,0.0668831175046403,143.217456410038,12,0.0471134695737337,102.030203961162,12,0.0755157391651547,114.235907844771,20,0.0345144508741932,122.4656470742,0.0595547478143779,95.0420268368534,0.020441318568481,61.77952625535,1,0.049104071205868,155.548884070696,1,0.0284808224317887,67.2892665871094,1
11.3245,54.1233,0,73,0,0,0.0375011850132801,157.365872861705,12,0.0688170333628068,195.477235893645,12,0.0336931030552517,72.6849786301168,20,0.0467699139139591,123.215257074753,0.0668346431161558,73.0537008560718,0.0541812858331887,117.468759227084,1,0.0427928100510821,62.3326015875279,1,0.0448631976279875,33.210826873349,1
11.3849,54.1176,0,74,0,0,0.054537633137785,10.0210224219795,12,0.072313440916798,130.872934312999,12,0.0474028189542735,101.435693097197,20,0.0649588338306133,146.591238786115,0.0203698958832998,163.946351935598,0.0529185552138791,124.267637347239,1,0.0585582631406855,36.0765086428017,1,0.0804461314685605,12.4091742717702,1
11.4452,54.1118,0,75,0,0,0.0559173851766067,134.263639051296,12,0.0702597064973349,80.6875525779691,12,0.0367572572661456,5.39821956719648,20,0.0276673242364213,114.37188477468,0.0967842431386701,102.343005375552,0.0300692434067265,98.3292340692701,1,0.0386079283680721,115.952131109495,1,0.0392085252220279,144.484309680891,1
11.5054,54.106,0,76,0,0,0.0652680826129353,-7.04188515842878,12,0.0408798122593437,66.2689201849816,12,0.0592765469611853,103.984373719784,20,0.0542211354271993,87.9247204445646,0.0271068574309472,85.6990435648077,0.0556846927781324,64.7943318445396,1,0.0420445220533137,94.2700854150537,1,0.0417692423434824,87.6040706995158,1
13.9616,53.8413,0,77,0,0,0.0727748602685127,103.203490937519,12,0.0275160124750947,70.7519355118509,12,0.0260060615302201,24.6054693184836,20,0.0322631323448253,112.750377578375,0.0922899376597287,175.510734414187,0.0720087400099767,26.1604335765663,1,0.0404061881433603,64.3149736497083,1,0.0444524904583757,38.7174849805535,1
14.0211,53.8342,0,78,0,0,0.054364628149411,186.527212738563,12,0.0400322704928335,75.2347807393267,12,0.128863880985137,127.879664317167,20,0.0808315954893207,44.4031225405763,0.127472385508085,123.142408040423,0.0359480575090715,55.5009704230967,1,0.0444972501398464,71.689977121992,1,0.0303494589925998,72.6084563316981,1
14.0806,53.8271,0,79,0,0,0.0288179718953721,58.0503451200188,12,0.0552527487740029,-7.1952088990701,12,0.0643610698839239,148.367089396613,20,0.0736053010889004,88.3633512864039,0.0436956146344077,86.0398482572213,0.0468179920563275,104.618540851128,1,0.0671607607312266,110.303378356543,1,0.124641457991089,43.3075139666755,1
14.14,53.82,0,80,0,0,0.0673065887625591,78.0460714726885,12,0.0519159113747609,77.7821132947566,12,0.0255077249833709,52.4349441111378,20,0.0395903026317375,57.9050009330267,0.0593140185874068,135.830105188055,0.0666266065305248,119.057225430817,1,0.0296436532642877,94.9961316193508,1,0.0803857273072652,78.8228568690551,1
14.1995,53.8128,0,81,0,0,0.0728812443408631,66.5297867619967,12,0.0292321266543647,54.0843485192904,12,0.0920958465594085,101.831010342039,20,0.0560341221553862,28.9342314023819,0.0985250018242312,28.3205898741345,0.025256667076314,116.677563828683,1,0.0440549393616351,74.0592665666089,1,0.100290116555245,112.602517080736,1
14.2589,53.8056,0,82,0,0,0.0844671287153938,86.0485944365364,12,0.0683798756378561,62.0575606821912,12,0.0474595587765961,142.255719129869,20,0.0736390384505338,21.719346136162,0.0543482950368958,83.5781038352897,0.0533599784747988,92.9237843674725,1,0.0594246933960446,41.7318643270316,1,0.0370133494275958,124.544809975637,1
14.3183,53.7984,0,83,0,0,0.0945200970778174,119.591335900328,12,0.0509133679811783,5.28263003035688,12,0.05052617875291,139.736970057152,20,0.0739963057779001,61.7272220897472,0.0356137730819527,-6.6116946278815,0.0768554141313668,156.154948121743,1,0.0652963291906941,179.836571409635,1,0.0811516098249178,63.7199313269602,1
14.3777,53.7911,0,84,0,0,0.0850231253660665,115.46064178971,12,0.0312084858652006,117.510863393345,12,0.0499640374368862,33.4919689384113,20,0.037587260426882,144.888098154487,0.0302471583745684,93.7672923894425,0.0614734249917784,30.3939587245339,1,0.0509211391475595,162.764743354932,1,0.0346157284667384,24.7197126882533,1
